inventory_id,product_id,store_id,current_stock,last_restock_date,restock_quantity,product_name,category,price_per_unit,supplier_id,reorder_point,lead_time,store_name,location,annual_units_sold,annual_sales,annual_profit,sales_days,avg_daily_demand,demand_std,inventory_value,inventory_turnover,days_of_supply,safety_stock,recommended_reorder_point,stock_gap,holding_cost_estimate,stock_status,recommended_order_qty
730,27,2,62,2023-05-02,42,Lamp,Home Goods,76.42,1,6,2,Ultimate Retail Hub,Pune,127.0,10293.774000000001,4276.463200000001,5.0,0.34794520547945207,16.44080290010193,4738.04,2.0483870967741935,178.18897637795274,39.0,40.0,22.0,852.8471999999999,Overstock,0.0
731,60,1,137,2023-10-16,8,Ball,Toys,10.59,11,9,4,All-In-One Mart ,Delhi-NCR,85.0,903.1152,345.02219999999994,4.0,0.2328767123287671,15.945218719101975,1450.83,0.6204379562043796,588.2941176470589,53.0,54.0,83.0,261.14939999999996,Overstock,0.0
732,82,1,50,2023-06-26,35,Juice,Groceries,84.53,18,8,4,All-In-One Mart ,Delhi-NCR,252.0,21757.34576,8550.378560000001,6.0,0.6904109589041096,14.776106839534336,4226.5,5.04,72.42063492063491,49.0,52.0,-2.0,760.77,Restock risk,20.0
733,11,4,50,2023-02-15,11,Cheese,Groceries,59.94,6,5,2,Everthing and More Store,Chennai,249.0,14607.378,5353.840800000002,7.0,0.6821917808219178,12.933897876731294,2997.0,4.9799999999999995,73.29317269076306,31.0,33.0,17.0,539.46,Healthy,0.0
734,28,4,76,2023-09-19,41,Dress,Clothing,54.62,1,17,10,Everthing and More Store,Chennai,206.0,11566.178264,4590.111864,7.0,0.5643835616438356,17.299876134981844,4151.12,2.7105263157894735,134.66019417475727,91.0,97.0,-21.0,747.2016,Restock risk,32.0
735,56,1,184,2023-01-19,33,Coat,Clothing,52.48,15,9,10,All-In-One Mart ,Delhi-NCR,98.0,4823.9616,1635.2767999999999,4.0,0.2684931506849315,16.82260384126072,9656.32,0.532608695652174,685.3061224489795,88.0,91.0,93.0,1738.1375999999998,Overstock,0.0
736,76,4,0,2023-11-07,21,Drone,Electronics,16.08,4,20,9,Everthing and More Store,Chennai,91.0,1466.290176,559.0565760000002,3.0,0.2493150684931507,7.637626158259733,0.0,0.0,0.0,38.0,41.0,-41.0,0.0,Restock risk,46.0
737,35,4,161,2023-07-20,16,Rug,Home Goods,47.93,16,18,4,Everthing and More Store,Chennai,66.0,3304.2942000000003,1342.9986000000004,3.0,0.18082191780821918,22.715633383201094,7716.73,0.4099378881987578,890.3787878787879,75.0,76.0,85.0,1389.0113999999999,Overstock,0.0
738,62,3,165,2023-06-17,24,Toy Drum,Toys,33.41,6,5,9,One-Stop Shop,Bengaluru,159.0,5345.9340999999995,2052.3762999999994,5.0,0.43561643835616437,11.388590782006348,5512.65,0.9636363636363636,378.7735849056604,57.0,61.0,104.0,992.2769999999999,Overstock,0.0
739,69,2,87,2023-05-28,22,Spices,Groceries,14.69,5,17,7,Ultimate Retail Hub,Pune,152.0,2226.099096,841.7134960000003,5.0,0.41643835616438357,15.836666315863322,1278.03,1.7471264367816093,208.91447368421052,70.0,73.0,14.0,230.0454,Overstock,0.0
740,65,3,160,2023-11-18,33,Coffee,Groceries,42.41,5,15,10,One-Stop Shop,Bengaluru,106.0,4689.5111959999995,1902.3259960000003,5.0,0.29041095890410956,11.43241006962224,6785.599999999999,0.6625000000000001,550.9433962264152,60.0,63.0,97.0,1221.408,Overstock,0.0
741,24,4,1,2023-02-25,25,Smartwatch,Electronics,32.85,13,8,5,Everthing and More Store,Chennai,100.0,3212.1781200000005,1175.4781200000002,3.0,0.273972602739726,14.742229591663987,32.85,100.0,3.6500000000000004,55.0,57.0,-56.0,5.913,Restock risk,63.0
742,64,2,45,2023-09-16,9,Magic Set,Toys,11.82,10,14,4,Ultimate Retail Hub,Pune,113.0,1403.5068,575.3976,5.0,0.3095890410958904,14.08190328045183,531.9,2.5111111111111115,145.35398230088495,47.0,49.0,-4.0,95.74199999999999,Restock risk,12.0
743,39,1,113,2023-07-22,26,Board Game,Toys,94.21,16,8,7,All-In-One Mart ,Delhi-NCR,274.0,26214.30934,10209.914540000002,10.0,0.7506849315068493,14.237665226823923,10645.73,2.4247787610619467,150.52919708029196,63.0,69.0,44.0,1916.2314,Overstock,0.0
744,69,2,49,2023-11-22,11,Spices,Groceries,14.69,5,17,7,Ultimate Retail Hub,Pune,152.0,2226.099096,841.7134960000003,5.0,0.41643835616438357,15.836666315863322,719.81,3.102040816326531,117.66447368421052,70.0,73.0,-24.0,129.5658,Restock risk,34.0
745,40,3,81,2023-04-07,38,Mirror,Home Goods,62.68,5,6,3,One-Stop Shop,Bengaluru,113.0,7152.2894400000005,2760.92864,5.0,0.3095890410958904,14.046351839534704,5077.08,1.3950617283950617,261.6371681415929,41.0,42.0,39.0,913.8743999999999,Overstock,0.0
746,88,3,156,2023-08-04,18,Bluetooth Earbuds,Electronics,28.59,2,14,9,One-Stop Shop,Bengaluru,147.0,4000.3013640000004,1394.6087640000005,5.0,0.40273972602739727,19.67993902429578,4460.04,0.9423076923076922,387.3469387755102,98.0,102.0,54.0,802.8072,Overstock,0.0
747,20,3,40,2023-10-22,17,Sweater,Clothing,51.21,17,8,8,One-Stop Shop,Bengaluru,29.0,1452.8277000000003,532.0719000000001,2.0,0.07945205479452055,6.363961030678928,2048.4,0.725,503.4482758620689,30.0,31.0,9.0,368.712,Overstock,0.0
748,22,2,156,2023-07-26,47,Jacket,Clothing,81.87,7,13,7,Ultimate Retail Hub,Pune,119.0,10368.475272000001,4328.106672000002,5.0,0.32602739726027397,19.136352839556444,12771.720000000001,0.7628205128205128,478.4873949579832,84.0,87.0,69.0,2298.9096,Overstock,0.0
749,67,4,167,2023-03-11,43,Tea,Groceries,18.07,16,14,3,Everthing and More Store,Chennai,108.0,1932.5865000000001,722.6193000000002,6.0,0.2958904109589041,18.24280680158621,3017.69,0.6467065868263473,564.3981481481482,53.0,54.0,113.0,543.1842,Overstock,0.0
750,93,3,58,2023-07-25,21,Pillow,Home Goods,31.35,20,18,2,One-Stop Shop,Bengaluru,208.0,6742.5699,2699.6739000000007,7.0,0.5698630136986301,13.597969036027472,1818.3000000000002,3.5862068965517238,101.77884615384616,32.0,34.0,24.0,327.29400000000004,Healthy,0.0
751,39,3,37,2023-08-28,24,Board Game,Toys,94.21,16,8,7,One-Stop Shop,Bengaluru,72.0,6515.5635999999995,2310.0292,3.0,0.19726027397260273,16.46207763315433,3485.77,1.9459459459459458,187.56944444444446,72.0,74.0,-37.0,627.4386,Restock risk,41.0
752,46,3,115,2023-06-24,24,Flour,Groceries,65.19,16,7,6,One-Stop Shop,Bengaluru,81.0,4953.7881,1679.9463,4.0,0.2219178082191781,15.217862311551295,7496.849999999999,0.7043478260869565,518.2098765432098,62.0,64.0,51.0,1349.4329999999998,Overstock,0.0
753,51,4,1,2023-07-19,30,Butter,Groceries,39.94,11,17,10,Everthing and More Store,Chennai,79.0,3171.71528,1215.45408,5.0,0.21643835616438356,14.618481453283716,39.94,79.0,4.620253164556962,77.0,80.0,-79.0,7.1892,Restock risk,83.0
754,46,2,116,2023-01-14,22,Flour,Groceries,65.19,16,7,6,Ultimate Retail Hub,Pune,106.0,7370.955072000001,3086.6682720000003,3.0,0.29041095890410956,6.658328118479392,7562.04,0.9137931034482758,399.433962264151,27.0,29.0,87.0,1361.1671999999999,Overstock,0.0
755,91,2,53,2023-01-27,47,Webcam,Electronics,27.52,7,9,5,Ultimate Retail Hub,Pune,217.0,6181.0250240000005,2478.4842240000003,8.0,0.5945205479452055,11.642747589318056,1458.56,4.09433962264151,89.14746543778801,43.0,46.0,7.0,262.5408,Healthy,0.0
756,38,3,6,2023-12-09,25,Cereal,Groceries,51.03,20,7,6,One-Stop Shop,Bengaluru,122.0,6441.761844000001,2581.852644,4.0,0.33424657534246577,20.07485989988473,306.18,20.333333333333332,17.950819672131146,82.0,85.0,-79.0,55.1124,Restock risk,87.0
757,49,3,142,2023-07-26,40,Socks,Clothing,29.61,10,7,2,One-Stop Shop,Bengaluru,144.0,4376.109276,1732.5284760000004,5.0,0.39452054794520547,10.134100848126586,4204.62,1.0140845070422535,359.93055555555554,24.0,25.0,117.0,756.8316,Overstock,0.0
758,28,4,70,2023-12-07,11,Dress,Clothing,54.62,1,17,10,Everthing and More Store,Chennai,206.0,11566.178264,4590.111864,7.0,0.5643835616438356,17.299876134981844,3823.3999999999996,2.942857142857143,124.02912621359224,91.0,97.0,-27.0,688.2119999999999,Restock risk,38.0
759,21,3,185,2023-02-08,35,Eggs,Groceries,82.37,6,11,1,One-Stop Shop,Bengaluru,115.0,9283.922700000001,3410.9417000000008,4.0,0.3150684931506849,15.732132722552274,15238.45,0.6216216216216217,587.1739130434783,26.0,27.0,158.0,2742.921,Overstock,0.0
760,61,1,199,2023-12-19,47,Scarf,Clothing,71.54,2,10,8,All-In-One Mart ,Delhi-NCR,163.0,12400.743600000002,5170.911200000001,6.0,0.4465753424657534,21.03726851724498,14236.460000000001,0.8190954773869347,445.6134969325153,99.0,103.0,96.0,2562.5628,Overstock,0.0
761,91,4,63,2023-07-23,22,Webcam,Electronics,27.52,7,9,5,Everthing and More Store,Chennai,111.0,3246.9416960000003,1353.0152960000003,4.0,0.3041095890410959,8.995369179009089,1733.76,1.7619047619047619,207.16216216216213,34.0,36.0,27.0,312.0768,Overstock,0.0
762,49,1,25,2023-10-19,8,Socks,Clothing,29.61,10,7,2,All-In-One Mart ,Delhi-NCR,95.0,2921.9148000000005,1177.8858000000002,3.0,0.2602739726027397,13.576941236277534,740.25,3.8,96.05263157894737,32.0,33.0,-8.0,133.245,Restock risk,15.0
763,36,3,112,2023-11-11,23,Game Console,Electronics,98.69,11,5,6,One-Stop Shop,Bengaluru,250.0,25760.419084,10463.469084,8.0,0.684931506849315,17.534093773116545,11053.279999999999,2.232142857142857,163.52,71.0,76.0,36.0,1989.5903999999998,Overstock,0.0
764,18,1,83,2023-02-16,31,Tablet,Electronics,11.63,14,18,5,All-In-One Mart ,Delhi-NCR,139.0,1655.4746760000003,653.2012760000001,5.0,0.38082191780821917,20.4132310034448,965.2900000000001,1.6746987951807228,217.9496402877698,76.0,78.0,5.0,173.75220000000002,Overstock,0.0
765,20,3,146,2023-03-28,17,Sweater,Clothing,51.21,17,8,8,One-Stop Shop,Bengaluru,29.0,1452.8277000000003,532.0719000000001,2.0,0.07945205479452055,6.363961030678928,7476.66,0.19863013698630136,1837.5862068965516,30.0,31.0,115.0,1345.7988,Overstock,0.0
766,57,2,83,2023-09-03,41,Coffee Table,Home Goods,18.86,2,15,5,Ultimate Retail Hub,Pune,59.0,1076.5288,386.63000000000005,3.0,0.16164383561643836,6.429100507328637,1565.3799999999999,0.710843373493976,513.4745762711864,24.0,25.0,58.0,281.7684,Overstock,0.0
767,85,3,142,2023-09-25,38,Pajamas,Clothing,59.63,6,7,9,One-Stop Shop,Bengaluru,98.0,6072.910016000001,2449.7912160000005,6.0,0.2684931506849315,14.827901627225163,8467.460000000001,0.6901408450704225,528.8775510204082,74.0,77.0,65.0,1524.1428,Overstock,0.0
768,3,2,197,2023-05-23,9,Action Figure,Toys,92.94,13,16,7,Ultimate Retail Hub,Pune,112.0,10780.779768,4327.026168,4.0,0.30684931506849317,18.81488772222678,18309.18,0.5685279187817258,642.0089285714286,83.0,86.0,111.0,3295.6524,Overstock,0.0
769,95,3,92,2023-12-23,33,Slime Kit,Toys,12.91,9,18,3,One-Stop Shop,Bengaluru,38.0,505.2974,201.13779999999997,1.0,0.10410958904109589,0.0,1187.72,0.41304347826086957,883.6842105263157,0.0,1.0,91.0,213.7896,Overstock,0.0
770,24,3,119,2023-12-07,19,Smartwatch,Electronics,32.85,13,8,5,One-Stop Shop,Bengaluru,113.0,4026.6216000000004,1725.1506000000004,4.0,0.3095890410958904,14.591664287073858,3909.15,0.9495798319327732,384.3805309734513,54.0,56.0,63.0,703.6469999999999,Overstock,0.0
771,43,2,173,2023-08-12,50,Shirt,Clothing,21.19,3,8,7,Ultimate Retail Hub,Pune,94.0,2030.713984,795.7607840000001,6.0,0.25753424657534246,15.59059545580818,3665.8700000000003,0.5433526011560693,671.7553191489362,69.0,71.0,102.0,659.8566000000001,Overstock,0.0
772,78,1,35,2023-05-09,12,Fitness Tracker,Electronics,80.46,6,17,8,All-In-One Mart ,Delhi-NCR,46.0,3833.1144000000004,1538.3952000000004,2.0,0.12602739726027398,8.48528137423857,2816.1,1.3142857142857143,277.7173913043478,40.0,42.0,-7.0,506.89799999999997,Restock risk,9.0
773,55,4,124,2023-11-14,8,Rice,Groceries,85.97,11,9,5,Everthing and More Store,Chennai,176.0,15626.147916,6245.101516,7.0,0.4821917808219178,16.324098458297488,10660.28,1.4193548387096773,257.1590909090909,61.0,64.0,60.0,1918.8504,Overstock,0.0
774,66,3,4,2023-09-02,41,Mouse,Electronics,85.73,10,19,3,One-Stop Shop,Bengaluru,298.0,25886.1735,10046.698700000003,10.0,0.8164383561643835,14.006347767272445,342.92,74.5,4.899328859060403,41.0,44.0,-40.0,61.7256,Restock risk,62.0
775,65,3,137,2023-07-02,36,Coffee,Groceries,42.41,5,15,10,One-Stop Shop,Bengaluru,106.0,4689.5111959999995,1902.3259960000003,5.0,0.29041095890410956,11.43241006962224,5810.169999999999,0.7737226277372264,471.74528301886795,60.0,63.0,74.0,1045.8305999999998,Overstock,0.0
776,43,1,188,2023-05-19,9,Shirt,Clothing,21.19,3,8,7,All-In-One Mart ,Delhi-NCR,144.0,3176.736992,1284.893792,6.0,0.39452054794520547,16.29723902997069,3983.7200000000003,0.7659574468085106,476.52777777777777,72.0,75.0,113.0,717.0696,Overstock,0.0
777,72,1,136,2023-10-03,15,Action Figure Set,Toys,97.12,13,12,1,All-In-One Mart ,Delhi-NCR,105.0,10462.970688000001,4140.458688,4.0,0.2876712328767123,16.17353805861084,13208.32,0.7720588235294118,472.7619047619048,27.0,28.0,108.0,2377.4975999999997,Overstock,0.0
778,12,4,156,2023-09-28,46,Headphones,Electronics,66.22,13,17,10,Everthing and More Store,Chennai,179.0,12461.756384,5112.6607840000015,7.0,0.4904109589041096,11.97020109629384,10330.32,1.1474358974358974,318.1005586592179,63.0,68.0,88.0,1859.4576,Overstock,0.0
779,10,4,70,2023-04-25,34,Bread,Groceries,48.27,5,13,4,Everthing and More Store,Chennai,39.0,1976.6565,809.4878999999999,1.0,0.10684931506849316,0.0,3378.9,0.5571428571428572,655.1282051282051,0.0,1.0,69.0,608.202,Overstock,0.0
780,20,3,18,2023-08-24,16,Sweater,Clothing,51.21,17,8,8,One-Stop Shop,Bengaluru,29.0,1452.8277000000003,532.0719000000001,2.0,0.07945205479452055,6.363961030678928,921.78,1.6111111111111112,226.55172413793102,30.0,31.0,-13.0,165.9204,Restock risk,15.0
781,44,4,135,2023-11-19,49,Monitor,Electronics,20.22,11,17,5,Everthing and More Store,Chennai,181.0,3633.0487200000002,1363.9603200000004,8.0,0.4958904109589041,13.553465555769439,2729.7,1.3407407407407408,272.23756906077347,51.0,54.0,81.0,491.34599999999995,Overstock,0.0
782,56,1,102,2023-12-27,41,Coat,Clothing,52.48,15,9,10,All-In-One Mart ,Delhi-NCR,98.0,4823.9616,1635.2767999999999,4.0,0.2684931506849315,16.82260384126072,5352.96,0.9607843137254902,379.89795918367344,88.0,91.0,11.0,963.5328,Overstock,0.0
783,80,4,4,2023-05-01,5,VR Headset,Electronics,72.81,18,10,7,Everthing and More Store,Chennai,66.0,5330.856960000001,2351.471760000001,2.0,0.18082191780821918,15.556349186104045,291.24,16.5,22.12121212121212,68.0,70.0,-66.0,52.4232,Restock risk,70.0
784,55,2,66,2023-04-11,19,Rice,Groceries,85.97,11,9,5,Ultimate Retail Hub,Pune,153.0,12936.7656,4781.651400000001,5.0,0.4191780821917808,17.415510328439993,5674.0199999999995,2.3181818181818183,157.45098039215685,65.0,68.0,-2.0,1021.3235999999998,Restock risk,12.0
785,99,3,136,2023-10-22,34,Honey,Groceries,28.51,9,8,9,One-Stop Shop,Bengaluru,95.0,2756.3239920000005,1077.0849920000003,3.0,0.2602739726027397,20.526405757787536,3877.36,0.698529411764706,522.5263157894738,102.0,105.0,31.0,697.9248,Overstock,0.0
786,26,3,183,2023-11-22,41,Remote Control Car,Toys,68.92,4,5,1,One-Stop Shop,Bengaluru,162.0,11764.009936,4841.685136,6.0,0.4438356164383562,9.055385138137417,12612.36,0.8852459016393442,412.3148148148148,15.0,16.0,167.0,2270.2248,Overstock,0.0
787,99,2,52,2023-03-07,24,Honey,Groceries,28.51,9,8,9,Ultimate Retail Hub,Pune,147.0,4285.634604000001,1687.2332040000003,6.0,0.40273972602739727,16.643316977093235,1482.52,2.826923076923077,129.1156462585034,83.0,87.0,-35.0,266.8536,Restock risk,44.0
788,4,1,199,2023-03-04,13,Toy Car,Toys,34.24,19,7,7,All-In-One Mart ,Delhi-NCR,90.0,3155.5584,1244.9664000000002,4.0,0.2465753424657534,15.022205785658333,6813.76,0.45226130653266333,807.0555555555557,66.0,68.0,131.0,1226.4768,Overstock,0.0
789,9,3,80,2023-09-12,19,Sofa,Home Goods,64.94,1,9,5,One-Stop Shop,Bengaluru,119.0,8014.8948,3223.6216,5.0,0.32602739726027397,12.111977542911811,5195.2,1.4875,245.3781512605042,45.0,47.0,33.0,935.136,Overstock,0.0
790,26,3,41,2023-11-07,32,Remote Control Car,Toys,68.92,4,5,1,One-Stop Shop,Bengaluru,162.0,11764.009936,4841.685136,6.0,0.4438356164383562,9.055385138137417,2825.7200000000003,3.951219512195122,92.37654320987654,15.0,16.0,25.0,508.62960000000004,Healthy,0.0
791,28,3,6,2023-05-08,13,Dress,Clothing,54.62,1,17,10,One-Stop Shop,Bengaluru,129.0,7210.9324,2842.4248000000007,4.0,0.35342465753424657,17.55704986607944,327.71999999999997,21.5,16.976744186046513,92.0,96.0,-90.0,58.989599999999996,Restock risk,97.0
792,49,1,113,2023-08-04,18,Socks,Clothing,29.61,10,7,2,All-In-One Mart ,Delhi-NCR,95.0,2921.9148000000005,1177.8858000000002,3.0,0.2602739726027397,13.576941236277534,3345.93,0.8407079646017699,434.15789473684214,32.0,33.0,80.0,602.2674,Overstock,0.0
793,58,4,102,2023-07-02,17,Pasta,Groceries,99.08,4,13,10,Everthing and More Store,Chennai,91.0,8651.6656,3061.572,3.0,0.2493150684931507,13.650396819628847,10106.16,0.8921568627450981,409.1208791208791,72.0,75.0,27.0,1819.1088,Overstock,0.0
794,49,1,23,2023-04-25,16,Socks,Clothing,29.61,10,7,2,All-In-One Mart ,Delhi-NCR,95.0,2921.9148000000005,1177.8858000000002,3.0,0.2602739726027397,13.576941236277534,681.03,4.130434782608695,88.36842105263159,32.0,33.0,-10.0,122.58539999999999,Restock risk,17.0
795,93,1,41,2023-09-19,18,Pillow,Home Goods,31.35,20,18,2,All-In-One Mart ,Delhi-NCR,82.0,2578.224,984.3900000000002,4.0,0.22465753424657534,4.203173404306164,1285.3500000000001,2.0,182.5,10.0,11.0,30.0,231.36300000000003,Overstock,0.0
796,95,3,191,2023-02-16,25,Slime Kit,Toys,12.91,9,18,3,One-Stop Shop,Bengaluru,38.0,505.2974,201.13779999999997,1.0,0.10410958904109589,0.0,2465.81,0.19895287958115182,1834.6052631578948,0.0,1.0,190.0,443.8458,Overstock,0.0
797,27,1,129,2023-07-07,28,Lamp,Home Goods,76.42,1,6,2,All-In-One Mart ,Delhi-NCR,70.0,5795.876208,2479.248208,2.0,0.1917808219178082,4.242640687119285,9858.18,0.5426356589147288,672.6428571428572,10.0,11.0,118.0,1774.4723999999999,Overstock,0.0
798,66,1,116,2023-08-09,6,Mouse,Electronics,85.73,10,19,3,All-In-One Mart ,Delhi-NCR,115.0,10029.964204,3917.415204000001,5.0,0.3150684931506849,17.219175357722563,9944.68,0.9913793103448276,368.1739130434783,50.0,51.0,65.0,1790.0424,Overstock,0.0
799,54,4,25,2023-01-13,27,Sugar,Groceries,61.12,4,17,1,Everthing and More Store,Chennai,125.0,8234.868736,3498.068736000001,6.0,0.3424657534246575,13.22749661374618,1528.0,5.0,73.0,22.0,23.0,2.0,275.03999999999996,Healthy,0.0
800,9,4,166,2023-06-10,24,Sofa,Home Goods,64.94,1,9,5,Everthing and More Store,Chennai,125.0,8129.05932,3096.2093200000004,5.0,0.3424657534246575,8.366600265340756,10780.039999999999,0.7530120481927711,484.72,31.0,33.0,133.0,1940.4071999999996,Overstock,0.0
801,11,4,120,2023-04-23,6,Cheese,Groceries,59.94,6,5,2,Everthing and More Store,Chennai,249.0,14607.378,5353.840800000002,7.0,0.6821917808219178,12.933897876731294,7192.799999999999,2.075,175.90361445783134,31.0,33.0,87.0,1294.7039999999997,Overstock,0.0
802,83,3,11,2023-05-24,14,External Hard Drive,Electronics,22.16,20,10,1,One-Stop Shop,Bengaluru,94.0,2023.6512000000002,732.1664000000002,4.0,0.25753424657534246,9.255628917943215,243.76,8.545454545454545,42.71276595744681,16.0,17.0,-6.0,43.876799999999996,Restock risk,13.0
803,73,1,32,2023-04-06,38,Smart Home Device,Electronics,27.88,16,14,10,All-In-One Mart ,Delhi-NCR,124.0,3667.78128,1524.36688,5.0,0.33972602739726027,18.740330840195966,892.16,3.875,94.19354838709678,98.0,102.0,-70.0,160.5888,Restock risk,77.0
804,89,4,195,2023-03-05,7,Toy Plane,Toys,18.29,16,15,9,Everthing and More Store,Chennai,119.0,2160.2318999999998,810.7957000000001,3.0,0.32602739726027397,11.015141094572202,3566.5499999999997,0.6102564102564102,598.109243697479,55.0,58.0,137.0,641.9789999999999,Overstock,0.0
805,27,3,95,2023-01-20,44,Lamp,Home Goods,76.42,1,6,2,One-Stop Shop,Bengaluru,136.0,10654.93492,4211.20052,6.0,0.3726027397260274,15.200877167672482,7259.900000000001,1.431578947368421,254.96323529411762,36.0,37.0,58.0,1306.7820000000002,Overstock,0.0
806,21,4,44,2023-07-27,16,Eggs,Groceries,82.37,6,11,1,Everthing and More Store,Chennai,99.0,7741.9563,2686.0857000000005,4.0,0.27123287671232876,17.95132307101624,3624.28,2.25,162.22222222222223,30.0,31.0,13.0,652.3704,Overstock,0.0
807,95,2,93,2023-09-05,12,Slime Kit,Toys,12.91,9,18,3,Ultimate Retail Hub,Pune,250.0,3165.4183920000005,1164.368392,7.0,0.684931506849315,12.297889869326983,1200.63,2.6881720430107525,135.78,36.0,39.0,54.0,216.1134,Overstock,0.0
808,64,2,78,2023-03-01,30,Magic Set,Toys,11.82,10,14,4,Ultimate Retail Hub,Pune,113.0,1403.5068,575.3976,5.0,0.3095890410958904,14.08190328045183,921.96,1.4487179487179487,251.94690265486724,47.0,49.0,29.0,165.9528,Overstock,0.0
809,34,3,7,2023-11-12,6,Bananas,Groceries,16.67,17,13,4,One-Stop Shop,Bengaluru,48.0,833.4866640000001,337.387464,3.0,0.13150684931506848,9.16515138991168,116.69000000000001,6.857142857142857,53.22916666666667,31.0,32.0,-25.0,21.0042,Restock risk,28.0
810,61,1,188,2023-06-01,14,Scarf,Clothing,71.54,2,10,8,All-In-One Mart ,Delhi-NCR,163.0,12400.743600000002,5170.911200000001,6.0,0.4465753424657534,21.03726851724498,13449.52,0.8670212765957447,420.9815950920245,99.0,103.0,85.0,2420.9136,Overstock,0.0
811,70,4,195,2023-07-02,43,Hat,Clothing,92.97,4,16,8,Everthing and More Store,Chennai,43.0,4182.34842,1703.7682200000004,3.0,0.1178082191780822,5.131601439446884,18129.15,0.2205128205128205,1655.2325581395348,24.0,25.0,170.0,3263.2470000000003,Overstock,0.0
812,22,2,25,2023-12-17,5,Jacket,Clothing,81.87,7,13,7,Ultimate Retail Hub,Pune,119.0,10368.475272000001,4328.106672000002,5.0,0.32602739726027397,19.136352839556444,2046.75,4.760000000000001,76.68067226890757,84.0,87.0,-62.0,368.41499999999996,Restock risk,69.0
813,12,4,16,2023-06-08,12,Headphones,Electronics,66.22,13,17,10,Everthing and More Store,Chennai,179.0,12461.756384,5112.6607840000015,7.0,0.4904109589041096,11.97020109629384,1059.52,11.1875,32.625698324022345,63.0,68.0,-52.0,190.71359999999999,Restock risk,62.0
814,54,4,34,2023-08-15,43,Sugar,Groceries,61.12,4,17,1,Everthing and More Store,Chennai,125.0,8234.868736,3498.068736000001,6.0,0.3424657534246575,13.22749661374618,2078.08,3.6764705882352944,99.28,22.0,23.0,11.0,374.0544,Healthy,0.0
815,40,4,120,2023-11-01,21,Mirror,Home Goods,62.68,5,6,3,Everthing and More Store,Chennai,74.0,4926.7984320000005,2051.040032,4.0,0.20273972602739726,5.32290647422377,7521.6,0.6166666666666666,591.8918918918919,16.0,17.0,103.0,1353.888,Overstock,0.0
816,85,3,157,2023-03-11,47,Pajamas,Clothing,59.63,6,7,9,One-Stop Shop,Bengaluru,98.0,6072.910016000001,2449.7912160000005,6.0,0.2684931506849315,14.827901627225163,9361.91,0.624203821656051,584.7448979591836,74.0,77.0,80.0,1685.1437999999998,Overstock,0.0
817,62,4,191,2023-12-04,41,Toy Drum,Toys,33.41,6,5,9,Everthing and More Store,Chennai,65.0,2203.7236,857.3006,2.0,0.1780821917808219,23.33452377915607,6381.3099999999995,0.3403141361256544,1072.5384615384617,116.0,118.0,73.0,1148.6357999999998,Overstock,0.0
818,29,2,36,2023-04-05,19,Apples,Groceries,98.76,9,20,8,Ultimate Retail Hub,Pune,48.0,4977.504000000001,2038.4064000000008,1.0,0.13150684931506848,0.0,3555.36,1.3333333333333335,273.75,0.0,2.0,34.0,639.9648,Overstock,0.0
819,96,1,183,2023-11-03,30,Yogurt,Groceries,24.36,9,11,6,All-In-One Mart ,Delhi-NCR,208.0,5229.8971200000005,2088.4315200000005,8.0,0.5698630136986301,15.306394555404426,4457.88,1.1366120218579234,321.1298076923077,62.0,66.0,117.0,802.4184,Overstock,0.0
820,14,2,57,2023-05-20,21,Puzzle,Toys,29.02,10,17,10,Ultimate Retail Hub,Pune,77.0,2267.3906400000005,881.9758400000005,3.0,0.21095890410958903,8.144527815247079,1654.1399999999999,1.3508771929824561,270.1948051948052,43.0,46.0,11.0,297.74519999999995,Overstock,0.0
821,85,3,84,2023-03-24,50,Pajamas,Clothing,59.63,6,7,9,One-Stop Shop,Bengaluru,98.0,6072.910016000001,2449.7912160000005,6.0,0.2684931506849315,14.827901627225163,5008.92,1.1666666666666667,312.85714285714283,74.0,77.0,7.0,901.6056,Overstock,0.0
822,76,3,194,2023-08-22,13,Drone,Electronics,16.08,4,20,9,One-Stop Shop,Bengaluru,155.0,2459.1144,913.8264000000003,5.0,0.4246575342465753,7.035623639735145,3119.5199999999995,0.7989690721649485,456.8387096774194,35.0,39.0,155.0,561.5135999999999,Overstock,0.0
823,48,2,148,2023-06-14,7,Water Gun,Toys,91.47,13,18,4,Ultimate Retail Hub,Pune,215.0,19515.1245,7322.173500000001,9.0,0.589041095890411,13.96821789317131,13537.56,1.4527027027027026,251.25581395348837,47.0,50.0,98.0,2436.7608,Overstock,0.0
824,50,1,50,2023-12-26,16,Projector,Electronics,37.32,19,11,2,All-In-One Mart ,Delhi-NCR,86.0,3230.0460000000003,1240.1436000000003,2.0,0.2356164383561644,5.656854249492381,1866.0,1.72,212.2093023255814,14.0,15.0,35.0,335.88,Overstock,0.0
825,82,1,60,2023-01-05,15,Juice,Groceries,84.53,18,8,4,All-In-One Mart ,Delhi-NCR,252.0,21757.34576,8550.378560000001,6.0,0.6904109589041096,14.776106839534336,5071.8,4.2,86.9047619047619,49.0,52.0,8.0,912.924,Healthy,0.0
826,2,4,123,2023-07-11,27,Smartphone,Electronics,6.22,17,16,8,Everthing and More Store,Chennai,59.0,398.420856,170.893256,2.0,0.16164383561643836,3.5355339059327378,765.06,0.4796747967479675,760.9322033898305,17.0,19.0,104.0,137.71079999999998,Overstock,0.0
